"","U.Clus.1","U.Clus.2","U.Clus.3","U.Clus.4","U.Clus.5","U.Clus.6","U.Clus.7","U.Clus.8","U.Clus.9","U.Clus.10","U.Clus.11","U.Clus.12","U.Clus.13","U.Clus.14","U.Clus.15","U.Clus.16","U.Clus.17","U.Clus.18","U.Clus.19","U.Clus.20","U.Clus.21","U.Clus.22","U.Clus.23","U.Clus.24","U.Clus.25","U.Clus.26","U.Clus.27","U.Clus.28","U.Clus.29","U.Clus.30","U.Clus.31","U.Clus.32","U.Clus.33","U.Clus.34","U.Clus.35","U.Clus.36","U.Clus.37","U.Clus.38","U.Clus.39","U.Clus.40","U.Clus.41","U.Clus.42","U.Clus.43","U.Clus.44","U.Clus.45","U.Clus.46","U.Clus.47","U.Clus.48","U.Clus.49","U.Clus.50","U.Clus.51","U.Clus.52","U.Clus.53","U.Clus.54","U.Clus.55","U.Clus.56","U.Clus.57","U.Clus.58","U.Clus.59","U.Clus.60","U.Clus.61","U.Clus.62","U.Clus.63","U.Clus.64"
"5281613",2.93441191908544e-09,1.34268348592222e-08,4.04614222865259e-09,3.38803664980698e-08,1.13040557851431e-08,3.29313604261363e-08,2.51479206716446e-09,1.1995527116691e-08,3.14628292982674e-09,3.98041002081173e-07,1.12695960956518e-08,1.63519750215923e-09,8.4550102127561e-10,3.21004736300533e-10,5.82522170778413e-09,1.98130697340229e-09,2.44057988019497e-10,2.44246002238671e-09,1.18076863464291e-09,1.73326692202865e-09,8.34093933322343e-10,8.86408126699706e-10,1.32414279881818e-09,3.73202717680699e-10,1.68044316982017e-09,3.87185473509401e-09,1.65758112621712e-09,1.05935669703422e-07,6.82513254133429e-10,1.9056376022309e-09,3.72518055368219e-10,9.34815232611511e-10,4.82237891090769e-10,1.62016603258439e-07,7.66834600202175e-09,6.24297446154659e-09,3.86153646889358e-09,4.32269855052003e-07,1.21810424500991e-07,3.00569404888527e-10,2.71672015043591e-08,2.23340670812205e-08,2.33173441866069e-08,6.28732025785354e-09,2.20485897120905e-08,9.50974241418005e-09,2.03042672722408e-09,5.3542921996927e-09,0.999997551116352,5.48365109215584e-07,2.21353710024501e-09,1.11722073119755e-09,1.99259885440899e-07,1.81130621749359e-08,3.24051532233356e-08,3.66705366348107e-09,8.20658546064785e-09,8.93368535887049e-08,7.10034840747989e-09,1.55255283057195e-09,1.12018610038823e-09,6.60074588095536e-09,1.4297019430981e-08,6.68765886120212e-10
"50905713",3.59783076288484e-05,4.16749799991013e-06,2.54664158879398e-06,4.52524599208036e-06,2.7723263975699e-06,0.000657100941667389,4.66583715107994e-06,5.87709336341457e-05,5.75373467011385e-05,3.85666242407507e-06,0.000135915354147353,0.000176732085452972,2.93099116579423e-05,4.70194101839941e-07,0.000327935350042036,5.84097082930575e-05,4.72205343023024e-07,2.13718147368679e-05,1.93643148479273e-06,0.00224237693998847,1.26006114789088e-06,2.13908454074375e-06,1.83586134100126e-06,2.50794403436752e-06,5.12029562762535e-06,2.42630190420595e-06,5.07546174339952e-06,8.30830296040104e-05,8.8292761442491e-07,0.000284409538064863,4.41008617362317e-07,4.07707351697338e-06,9.55761972969654e-07,7.04878733597535e-06,2.43714648258668e-06,0.000262995760432,1.89697878261643e-06,9.87426148213242e-06,2.876962706688e-05,6.29749023448535e-07,0.000351326771759585,4.99608897083304e-05,0.000807912526487189,0.986585660415882,4.1358004822751e-06,0.000307769669513994,2.91028766499439e-06,0.00297465931774536,4.9510975403302e-06,1.25661849855328e-05,0.00160744261510175,1.99893802737247e-06,6.41442891050786e-06,3.64697656334532e-06,0.000156618474163743,3.32736908104023e-05,0.000134058793500246,4.93430310771886e-06,0.00148585713989515,2.67566188967984e-06,0.000696999375665819,0.000150978585444369,7.68049524184904e-05,1.7247059624297e-06
"451668",1.16988005409243e-06,8.4031399826023e-07,2.74863605390823e-06,1.59599377926597e-06,2.1211475742071e-05,7.08245412237885e-06,1.48311574409928e-05,1.41305846564945e-06,2.07517286671655e-06,1.08481796619769e-06,1.37707922969995e-06,1.00701110539583e-05,5.82814146043415e-06,4.66301741832778e-07,4.80406166498462e-06,1.48551201825542e-06,8.12414267702716e-07,1.43137850212884e-06,1.80141367705862e-06,2.43185525629719e-06,1.16572227324733e-06,1.02006923470653e-05,2.11854172145461e-06,1.4462371431236e-06,9.3063147278118e-05,1.55744315733563e-06,0.999126220871575,5.02740081194773e-06,1.78896835627446e-06,1.08155025738644e-06,1.03430785234811e-06,2.32034275130093e-05,3.45917335810188e-06,3.42943508495214e-06,3.27490030125756e-05,7.97215197687814e-06,1.85199150142581e-06,3.54516382418789e-06,1.20386753215496e-05,1.3250680599033e-06,4.29326485449912e-06,3.0370051162058e-06,7.18920228941681e-06,3.01738734706128e-06,4.10544732339036e-06,5.07490447907478e-06,6.12845780108514e-06,4.92341732833804e-06,1.5191150723827e-06,4.11064365767629e-06,1.96272821494035e-06,7.25851732206386e-06,1.82074040771759e-06,2.63561956898053e-06,5.33476256286519e-06,1.17962697531576e-06,6.59036629560762e-06,7.51824546151455e-06,2.44341566925308e-06,0.000482227315348827,9.515730671363e-07,2.35204895722003e-06,6.85727396854328e-06,8.62871912310281e-06
"5865",4.28808613095402e-07,5.07135171586815e-06,5.69574060874313e-06,7.23620391487419e-07,2.76793994717395e-06,1.27771418536198e-06,2.3138470857569e-06,4.18710259362282e-07,5.4172465723144e-07,2.31773958985921e-06,1.70117834464137e-06,5.69728762401851e-07,2.41041376719548e-07,1.18451765295028e-07,1.12273529370891e-06,4.04621148455789e-07,9.38986817374969e-08,4.84056111941614e-07,4.12808832895292e-07,4.4264977651356e-07,3.03306572998905e-07,5.29311580885826e-07,5.05034325520497e-07,1.44887509981962e-07,8.16207905969017e-07,1.15595476630903e-05,7.00536498472624e-07,3.28297511844755e-06,3.03792419899595e-07,3.73040547591361e-07,2.11733877772269e-07,4.03606040619875e-07,2.20508877531093e-07,2.21697883019993e-06,4.11508598656173e-06,8.29204980910077e-07,0.00018582604412578,3.69321936673895e-06,3.50796679902879e-06,1.3426612673093e-07,1.67335716322241e-06,6.13694928414136e-06,3.9821477167517e-06,1.20718474664934e-06,0.000258861728973158,2.40657744295017e-06,1.51051152913718e-06,1.27121162291628e-06,3.2630186549429e-06,3.5564386372861e-06,6.14492290546867e-07,5.60097978961052e-07,8.22854488182947e-06,0.999432018959555,1.27492556095401e-06,5.66584935252178e-07,1.49613112678211e-06,1.88172548400685e-05,1.70741147536322e-06,9.60648050333179e-07,2.68577813911219e-07,6.35629028638295e-07,1.8035247695419e-06,3.52469618437854e-07
"439260",1.40793274782195e-07,5.99182038089891e-07,8.48987143987737e-08,6.06003167552714e-06,1.17374968552555e-07,6.43769896860301e-07,1.18909197858169e-07,1.71720401048901e-07,1.1011341180177e-07,1.84385563390535e-06,2.74837845738049e-07,5.05244514202765e-08,2.5635905000725e-08,8.43430939854438e-09,4.37423820985181e-07,1.55070998931987e-07,8.26865862977325e-09,1.28183413262377e-07,3.15992593566591e-08,8.72646786293866e-08,2.14046066633093e-08,4.33211103047151e-08,3.25834362845502e-08,1.39047173599097e-08,7.97774901913228e-08,1.56533351208001e-07,9.15980475767154e-08,6.35271223496124e-06,2.14176931627351e-08,1.18052676837228e-07,1.19242588632948e-08,3.67720535423795e-08,2.14959070023012e-08,0.999892574023973,1.83002049845108e-07,2.39233530748861e-07,1.60535890438647e-07,3.88473288773129e-05,6.88069676696753e-06,1.10622849273507e-08,1.19243434165332e-06,1.08646190668853e-06,8.51675687767848e-07,1.58856599352293e-07,3.37015012067991e-07,4.611029972981e-07,8.49245802590275e-08,3.88340341917828e-07,4.13115967548073e-06,8.40500176698218e-06,7.63514973218908e-08,6.03269600920335e-08,2.13451257751898e-05,1.5407169298929e-07,9.61194231162265e-07,4.18642842061744e-07,1.14567277949626e-06,4.35474747372562e-07,2.51585969170681e-07,7.73565576369523e-08,4.92212222439131e-08,2.83300051507312e-07,6.23544490818859e-07,2.58847621045861e-08
"9812534",1.02117916455058e-05,1.29669752338642e-05,3.64180079571354e-06,0.000112909344840653,1.76915098702041e-05,0.000103832557085092,5.92971670050783e-05,8.44639400466579e-06,3.70939086900654e-05,4.96779886649004e-05,1.15240121507968e-05,3.64897893766218e-06,2.11867927374508e-06,3.03375126135238e-07,2.75718985420944e-05,4.37594226076182e-06,3.04594721081701e-07,3.68972659601747e-06,1.2139916699564e-06,5.24333916616073e-06,7.88475690562571e-07,4.19722819845734e-06,1.25214278214729e-06,5.53330839499305e-07,3.77754450180979e-06,2.98876663828833e-06,5.12885271809539e-06,0.000443536425126271,6.45185555169183e-07,4.12538475424151e-06,3.52150479401326e-07,2.03447707716704e-06,1.57003395628683e-06,0.000334683445676198,5.04171942581955e-06,1.63322455146554e-05,3.1301300146535e-06,0.000494691630817194,0.99658218645377,4.39020238571304e-07,9.26087269974805e-05,3.38516317600867e-05,0.00012599225599308,1.5136770693128e-05,2.15058732455422e-05,0.00011395802491983,2.61419397710155e-05,1.76083743149385e-05,7.20058527746217e-05,0.000468962005566848,1.10001810600264e-05,2.55057217345183e-06,4.48022145568403e-05,8.03758720307785e-06,0.000149760675602714,9.40493774278108e-06,2.74975712255174e-05,9.16935873456621e-05,1.65862774043452e-05,5.04540381998309e-06,1.99291277787514e-06,0.000164365733027052,9.39222275003302e-05,2.35004246898881e-06
"11552706",7.55943588034017e-05,2.51262549708212e-06,9.02566014888062e-07,1.98469202955975e-06,8.84174197786815e-07,6.02587915329642e-05,1.63895810009504e-06,8.99379556352867e-06,2.10877584186067e-05,1.73876029508566e-06,0.000100310695395133,5.08581151966445e-06,2.06440721092493e-06,1.17626180415073e-07,4.4146905722836e-05,0.000136629028579956,1.1809176896887e-07,7.65816643254301e-06,4.70690698990681e-07,4.40590037306718e-05,2.93668390503395e-07,6.94219192702113e-07,4.65342168808981e-07,4.89260458040339e-07,1.99864760926846e-06,9.71801272569038e-07,7.67759120783569e-07,4.74651405502843e-05,2.31193141939992e-07,0.000114532424727178,1.10211840058386e-07,6.55708021762064e-07,2.61019712214251e-07,3.23629935883659e-06,6.60264518634051e-07,0.00011891048376248,5.90817298850926e-07,3.94563412370691e-06,1.16051056618265e-05,1.70209480586325e-07,0.00018283184753097,4.0516380317097e-05,0.00157840869023649,0.000650784746036012,1.55455265874314e-06,0.000129386014644616,1.3423728056315e-06,0.00019612528935156,1.5737777344909e-06,6.05094684971069e-06,8.61254108961487e-05,6.09221273553171e-07,3.06992194478109e-06,1.31996891294154e-06,0.000158721503293375,3.44945352371788e-05,2.97121596658165e-05,1.56334490289613e-06,0.996011076251179,8.25092122359084e-07,1.64535023964382e-05,1.37859463831004e-05,2.8731145244413e-05,6.25260278205345e-07
"36462",2.93496412526919e-05,0.000286867180129216,5.62262307835876e-05,0.000328134694434261,0.000152551665728743,0.000448854717844885,3.56208963367263e-05,0.000130095680403533,5.93596050606103e-05,0.0009649019014764,0.000210746417556525,2.6333579817628e-05,1.3430560713278e-05,4.69399212636738e-06,9.12721435571559e-05,2.76898071875502e-05,3.56888125117462e-06,3.35035634973877e-05,1.72667804829886e-05,3.05018775465615e-05,1.21970300332951e-05,1.48859632136951e-05,1.93636152475141e-05,5.45749135049064e-06,2.4584643592549e-05,4.9825282836497e-05,2.779384399985e-05,0.000937955854044213,9.98042896228781e-06,2.6200245985306e-05,5.44748561223051e-06,1.42482877374614e-05,7.60665491389503e-06,0.00177439645668182,0.000112177584623909,7.76833014123712e-05,8.66821012895463e-05,0.00493405064549058,0.00187895560694555,4.39530434112236e-06,0.000564079240567844,0.000329599471574857,0.000330367488419894,9.95664620067991e-05,0.000386213445187627,0.000127726949269398,2.83383749980687e-05,0.000101590749238284,0.963765440103582,0.0126307131057435,4.77724565856117e-05,1.72787308681653e-05,0.00546522264896452,0.000391138731020514,0.000360225578607873,5.94916832679489e-05,0.000116165810365053,0.0016821556747474,0.000104382862195341,2.27070843184636e-05,1.78647503012088e-05,0.000130120743707098,0.000237198707159755,9.78150180101902e-06
"25154714",8.06206070282236e-08,1.26301199640955e-08,7.4787552005082e-09,1.24067732560963e-08,8.45042994738047e-09,1.74402649004251e-06,1.9409869000569e-08,1.40903842464536e-07,1.75752744054277e-06,8.20168185689872e-09,1.64438466890915e-07,2.31337845251065e-07,8.51758211751075e-08,1.12421232203453e-09,6.53857883190365e-07,2.3900246292711e-07,1.05178250490685e-09,3.44812071366269e-08,4.49855058461771e-09,5.00683134538533e-06,2.80674900207459e-09,7.05169611845943e-09,4.63957155249504e-09,6.70643300300668e-09,1.63015475342344e-08,6.34784449963233e-09,1.89851818741005e-08,1.48083980374543e-07,2.04406504943738e-09,2.39953433906766e-07,1.05336425691477e-09,1.00104406382777e-08,2.92794843042004e-09,2.18824466268103e-08,6.70684299100722e-09,5.39069765104247e-07,5.04215985908787e-09,3.12101404651715e-08,1.53109618245718e-07,1.50999737207974e-09,1.07942869052545e-06,7.43132349134998e-08,7.37486182655129e-06,2.38396667662543e-05,1.30555967429125e-08,4.43765383158935e-07,8.20999366746887e-09,2.82510818549078e-05,9.80519561080302e-09,2.97724593898668e-08,0.999920708356515,5.91662023072047e-09,1.92349662390903e-08,8.17393495940045e-09,6.57450378391425e-07,7.44111354363337e-08,2.64659883692597e-07,1.65723891329365e-08,1.55307245901817e-06,8.68035693328477e-09,7.0526770016383e-07,3.20907705503554e-06,2.01047759720274e-07,5.21903002958505e-09
"5281614",2.67935339052923e-07,1.32686005282688e-06,2.46757728064567e-07,2.5231564024437e-06,2.68503148730518e-07,1.86516185902844e-06,1.24051959397114e-07,7.18007553974166e-07,1.66423676084002e-07,0.000137043312324914,7.17122524898749e-07,8.93292264835513e-08,4.85452692100216e-08,2.22122831445022e-08,3.95633785106481e-07,1.4029499360564e-07,1.64906710048194e-08,1.65082784568761e-07,7.97829043341533e-08,1.13597352409834e-07,5.63576371912872e-08,5.99887845432326e-08,8.94786827703036e-08,2.5216264497739e-08,1.13594681456238e-07,2.42095500579771e-07,1.02441651711341e-07,1.20520111805465e-05,4.43297989302223e-08,1.19175439352705e-07,2.1808117745562e-08,6.31802585564183e-08,3.02731482819603e-08,1.91438104392927e-05,4.0029028927385e-07,3.78042888864039e-07,1.92504843180249e-07,3.09145319847898e-05,6.2970305234665e-06,2.03092021262023e-08,1.66301162865269e-06,2.1013545608034e-06,1.24210008190535e-06,4.12713014542864e-07,1.00725529444831e-06,9.10536332420406e-07,1.30936307488695e-07,3.62325286382275e-07,0.999684830830144,5.71708795337637e-05,1.30134062927953e-07,7.62860254677186e-08,2.53076349408137e-05,1.07864402180284e-06,2.64438079411312e-06,2.02506674202699e-07,6.71373275155749e-07,1.59110760870662e-06,4.97331798881019e-07,9.17775872896564e-08,8.24874149272522e-08,3.73515841016425e-07,6.75973210769414e-07,4.01714030746279e-08
"33887",5.08368560344325e-06,2.95969325267676e-06,1.2086226235107e-06,1.04366414791728e-05,1.25968884726562e-06,3.6711587275307e-05,2.38863170536639e-06,4.99428852354916e-06,8.47389178578042e-06,1.86294992369678e-06,9.84518155997415e-06,7.1812700266623e-06,1.33278638647382e-06,1.77214043840958e-07,0.998048661546798,2.20741585910137e-05,1.7799006555837e-07,1.29880155861111e-05,7.29993882775135e-07,4.11278998114267e-05,4.56368704548816e-07,8.12073695385646e-07,6.63954140349971e-07,7.25263102262012e-07,2.48954375618491e-06,1.77673116656344e-06,2.11712671387044e-06,2.01196715694714e-05,3.88906901399222e-07,1.5825435309612e-05,1.66226446840264e-07,2.28257571144995e-06,5.37934877877445e-07,8.14394531384711e-06,9.19182865744482e-07,9.05894074330029e-06,1.17525242333135e-06,1.49625990489701e-05,2.72039340146189e-05,3.74066356828683e-07,1.79958650489208e-05,7.90964903430284e-05,6.10986632337192e-05,9.12332586084545e-05,1.94014149154263e-06,8.57817095935246e-05,1.26355713554964e-06,0.00033794080091297,2.14031842171503e-06,7.1713228904201e-06,2.82840547215007e-05,9.05394774305162e-07,6.50971010160312e-06,1.24968950084262e-06,1.8529733029367e-05,1.65197385668351e-05,0.000816417278599455,2.39755840368568e-06,3.66355588487562e-05,1.05636759130215e-06,3.09477784365203e-05,7.60005218609921e-06,1.66359262891057e-05,7.73560637281967e-07
"656604",7.43451306693087e-09,7.96980290998674e-09,3.14077743897457e-08,6.49502650215846e-09,7.01799841524924e-08,1.69598282194689e-08,2.0454186146864e-07,4.68274667299489e-09,1.37985625784908e-08,6.89294316412975e-09,1.03356049268838e-08,2.04517091046071e-08,7.53360577710441e-09,3.19000243737091e-09,1.84041933936589e-08,6.75932935706567e-09,5.59104838401532e-09,8.34750518299159e-09,1.14554725830269e-08,1.07632951718309e-08,8.04795681330615e-09,0.999992975856581,1.84462362400256e-08,7.76744849104788e-09,2.82713320105897e-07,1.26293176158349e-08,4.4874269964689e-08,2.97104328774465e-08,8.77798970484082e-09,6.68862074122151e-09,7.13883420508509e-09,8.50921277058635e-08,4.43909384836118e-07,1.74382946012167e-08,7.09052176186275e-08,1.06721420764434e-08,6.34632654325161e-09,1.38342175861073e-08,4.4243432677646e-08,2.07751281252291e-08,1.71177049660725e-08,2.32107484406134e-08,3.34203397710627e-08,1.29254211191899e-08,2.18857553461602e-08,3.43938432127026e-08,4.34117689014718e-08,1.58287311301021e-08,5.5447687473051e-09,1.54528556815048e-08,1.00181446813888e-08,4.70360511314616e-06,9.30619078754077e-09,9.9951759343042e-09,2.19590872639887e-08,6.35885052867957e-09,2.72874019593553e-08,2.43789426380045e-08,1.6016948815798e-08,4.14697000679629e-08,3.51861533535581e-09,1.20098305425606e-08,3.72281818597139e-08,2.64593790159529e-07
"44567960",1.02041832441184e-09,2.5944369352011e-10,1.27893423220042e-10,5.47697302962649e-10,3.46133498524674e-10,5.34844152620171e-08,7.53589570782905e-10,5.29548104521745e-09,2.16586204613221e-08,4.8265252604518e-10,4.14401302154794e-09,1.78506789235166e-09,7.38253574602064e-10,2.01178299008014e-11,3.22020197716397e-09,8.45031512349438e-10,1.97347213298156e-11,4.23197018992742e-10,7.76176268064287e-11,5.65013609461853e-09,5.05998506465646e-11,1.81684632016105e-10,8.34431982138844e-11,1.25802839672568e-10,2.75796525672442e-10,1.13774443796677e-10,3.97038986182256e-10,7.87913320596417e-09,3.69006602180051e-11,1.12159991200246e-09,2.12105357353663e-11,1.41303962548485e-10,5.96767829778986e-11,2.20014829004382e-09,1.72156941405777e-10,5.55253188218968e-09,1.16016022435335e-10,1.55388809612802e-09,2.00299971509263e-08,2.6319445903021e-11,2.37971821966177e-08,1.04371020894379e-09,5.65006010888981e-08,2.19864425452085e-08,4.15933120132558e-10,4.08384841286693e-09,2.8114215649571e-10,2.24331004540894e-08,6.53166043894835e-10,1.49978095740698e-09,2.036214563727e-08,1.25138338882388e-10,7.78488642448608e-10,2.17474298578482e-10,4.04057419303072e-08,1.59138367632987e-09,1.85182211759627e-09,7.66206209182282e-10,5.26429083336764e-09,1.70959870392177e-10,1.45394694233887e-09,0.999999649975206,3.20986184492646e-09,9.36870869911023e-11
"43032",4.56796400108185e-16,5.21094976303463e-17,3.51492894776971e-17,8.2685169588878e-17,2.85072055778983e-17,4.00592207668755e-15,3.6310544846126e-17,6.34780090308558e-16,6.66706273795623e-16,4.37410971489849e-17,1.75282331064001e-15,1.1782172620293e-15,1.82554441493791e-16,7.75229497920376e-18,4.89774798415679e-15,7.81912813410209e-15,6.32767197807651e-18,8.17163373628613e-16,3.19240591553051e-17,8.98152547243962e-15,1.99610158804551e-17,2.29842173998533e-17,2.90342484441402e-17,4.96247622296905e-17,8.01757687638318e-17,3.99879076640233e-17,6.86168139988041e-17,7.26108396867357e-16,1.51293232955958e-17,1.26638305525865e-14,6.78492347923692e-18,5.30629885472417e-17,1.16108924837894e-17,9.84512161913385e-17,3.36862572319518e-17,2.013799175938e-15,3.05852609505157e-17,1.82540541807255e-16,2.46507704636474e-16,1.20396811778108e-17,3.24846883464137e-15,4.68688650595576e-16,6.41235094409712e-15,4.80158466637164e-14,5.10652984212281e-17,7.4872727324186e-16,2.27997728525534e-17,1.67459295331011e-13,5.18623121315481e-17,1.19947973088571e-16,6.03727150618208e-15,2.35241506098087e-17,1.17764677891945e-16,3.74892427037725e-17,2.67203239918647e-15,7.20142759771839e-16,6.99554569551348e-15,5.03608858624982e-17,8.96002650351182e-15,2.95981388040056e-17,0.999999999999698,1.00261599959682e-15,6.27330232620627e-16,1.66709811032155e-17
"4192",4.36919204718355e-16,4.98920473677053e-17,3.36033304815395e-17,7.91482953089871e-17,2.80430375589414e-17,4.01064917697926e-15,3.47123850095804e-17,6.06899496891041e-16,6.37477824009613e-16,4.18211065886945e-17,1.67671283803121e-15,1.19622440817795e-15,1.74558474480365e-16,7.41075702123051e-18,4.6953523859504e-15,7.48010437335456e-15,6.0489202363296e-18,7.81296083850958e-16,3.05180400271935e-17,8.59010777298728e-15,1.90817348947544e-17,2.19719227508385e-17,2.77554800953039e-17,4.74400363595383e-17,7.66524990311404e-17,3.82286935536973e-17,6.5598472646838e-17,6.70135693985043e-16,1.44629406704262e-17,1.34900032240655e-14,6.48603768590482e-18,5.07270914117784e-17,1.10995662712328e-17,9.42616450661209e-17,3.22030747324688e-17,1.92593336995487e-15,2.98804885839099e-17,1.84803675986898e-16,2.54595156612527e-16,1.15093670204083e-17,3.24174069334893e-15,4.50088021492761e-16,6.43546779373923e-15,4.59509997891456e-14,4.99746865721786e-17,7.65148127778325e-16,2.17964069413955e-17,1.7722488598409e-13,4.95793409679233e-17,1.20875538061416e-16,5.77515382179446e-15,2.24879994681355e-17,1.15710025831201e-16,3.61101642871784e-17,2.55645352760154e-15,6.88743957568139e-16,6.71093980475073e-15,4.81470793157734e-17,9.16417362995551e-15,2.82954196039762e-17,0.999999999999691,9.58528052199539e-16,6.00128424209387e-16,1.59367808131862e-17
"11513676",1.40369487741035e-09,1.70339523293147e-09,6.30840444692694e-09,1.85912074664321e-09,2.52236458593609e-08,3.59712552524438e-09,0.999999602564,5.97817126885374e-10,3.14750631582501e-09,1.35445722903264e-09,1.39791750010844e-09,2.62090081446239e-09,1.07192805618169e-09,1.68763359554816e-10,5.58388426269634e-09,1.14305890515272e-09,2.21690778196075e-10,1.20654548826025e-09,6.68037353514201e-10,1.6144815649965e-09,4.32245261973803e-10,1.34968486916692e-08,7.20022006393251e-10,3.27253889952874e-10,5.8069063771323e-09,3.86895706157756e-09,6.1657416906121e-09,7.97489699933101e-09,4.7049166340593e-10,1.19275024976123e-09,3.01761153100141e-10,2.52764115714882e-09,4.56061451795096e-09,5.21359151465188e-09,4.12983435398682e-09,2.98901063045602e-09,3.34588874883203e-09,4.69317259052008e-09,5.08887726043809e-08,4.91329731545799e-10,3.29036395781128e-09,6.29544493329345e-09,1.38478576126956e-08,2.82988860539027e-09,2.37099716392768e-08,1.53023553069118e-08,4.45672230976227e-08,3.63279046345724e-09,1.29570735773459e-09,3.79661052748071e-09,2.23792336089115e-09,4.1912970289805e-09,1.90480039411164e-09,5.43474844823287e-09,3.85206626281529e-09,1.29775334910302e-09,6.54324922196868e-09,3.09164518374829e-08,3.70391356225948e-09,1.15996031020258e-08,4.92309514070433e-10,3.69621176718205e-09,1.00289762404482e-08,1.24783760495285e-08
"62881",1.29622818479552e-09,7.79481397233173e-10,3.90675075762905e-09,1.06546964489712e-09,7.77352966399436e-09,2.42981208552674e-09,3.05186455430395e-08,9.05275218880968e-10,1.50074409455578e-09,6.74341986518837e-10,1.18228929127398e-09,3.00266450708917e-09,9.38679617792902e-10,3.87520339736029e-10,2.99172848925637e-09,1.0787657697427e-09,6.95873837313695e-10,1.38621857323961e-09,1.6226797263731e-09,1.7520128459325e-09,1.00171267859623e-09,5.35431031768492e-08,2.19378850772374e-09,9.66801548063245e-10,2.17517340243387e-08,1.60823451139188e-09,6.91941217192458e-09,4.06629517207783e-09,9.63270900338084e-10,9.97460864263516e-10,6.44155402448852e-10,8.37322904198594e-09,1.23436221839828e-08,1.758619478544e-09,4.260466944887e-09,1.58436243840095e-09,8.75422258693272e-10,1.84745258645444e-09,5.3282940897134e-09,2.8497568389269e-09,2.34805292609913e-09,3.84523363800275e-09,4.87413500483522e-09,2.02421807527113e-09,2.79188864773827e-09,4.6451728171823e-09,5.39915872122116e-09,2.34269385527208e-09,7.79248097053884e-10,2.10984657733234e-09,1.41895433833247e-09,1.39872679662664e-08,1.18483245107085e-09,1.44293430415078e-09,3.11542908854162e-09,7.30654044523732e-10,4.13147273669508e-09,2.75174642881272e-09,2.63231455641536e-09,6.4156639069302e-09,5.09175439666209e-10,1.44269295794419e-09,5.13998361347961e-09,0.999999724171323
"84029",4.15984643716037e-08,1.19280941047484e-07,1.85193842665903e-07,8.12679402510672e-08,0.999946462882839,2.20669065992143e-07,1.90903895342553e-06,5.23339860961524e-08,9.27655536495141e-08,1.06429611345127e-07,1.20254331784875e-07,1.41283455940618e-07,6.45793503802663e-08,1.61416847511666e-08,1.24741145783983e-07,5.27270948377052e-08,1.47265310981958e-08,4.92900804824364e-08,6.12126902882568e-08,5.36731627681702e-08,4.13376084800172e-08,3.15718421606405e-07,7.5107145595666e-08,1.83473415350714e-08,2.2477015930461e-07,1.40808481077586e-07,4.89683853373206e-07,2.51208323289426e-07,4.69247194089817e-08,4.73095613323324e-08,2.66995053628878e-08,9.40641376629774e-08,1.10427672383674e-07,2.87877693815085e-07,1.32844323277672e-06,1.51406474199678e-07,1.85870048709416e-07,3.21859444979545e-07,7.97832829342475e-07,3.37985537718409e-08,1.83840793779734e-07,2.25681558772843e-07,5.62111635958753e-07,1.06304599894354e-07,2.27776605046392e-06,1.84700973818254e-07,3.18991552116221e-07,1.13924186873144e-07,3.51338504564005e-07,4.05152987094282e-07,6.39266102040915e-08,2.59450105682009e-07,1.62692143006741e-07,9.74264835095686e-07,1.72771752475483e-07,7.03953930672476e-08,1.54482666686461e-07,3.72934201663176e-05,1.30870895812399e-07,3.6018483863901e-07,2.66114579504742e-08,1.08712779137669e-07,4.01128387246651e-07,1.31689192008349e-07
"14985",1.51816386350431e-05,0.000224586490084951,2.62287246033889e-05,0.000402227518011311,2.07339030893876e-05,0.000104807617459736,1.22660802965073e-05,2.52751493196458e-05,1.85993463999243e-05,0.000688783884934412,8.49538719495667e-05,1.08499106920435e-05,3.96473445800713e-06,2.48127004471651e-06,4.06275381900766e-05,1.99070621716332e-05,1.84213863357261e-06,2.10089901858976e-05,8.91283947560835e-06,1.34976572686844e-05,6.29570936558945e-06,7.26046004544356e-06,9.58107118921075e-06,2.81702787353219e-06,1.16118054218179e-05,4.35882808525016e-05,9.60202948661992e-06,0.000477147063330244,5.57910061711136e-06,1.63136499642505e-05,3.02394683122495e-06,7.3533711501938e-06,3.37983935138983e-06,0.000485483529507324,3.73852037912485e-05,1.96881543466033e-05,7.06021475529882e-05,0.0184389955524225,0.000484013861601931,2.61448205827903e-06,0.000194020871367473,0.000154609922619638,9.25356857244983e-05,3.10018246079397e-05,0.000128139866920056,4.53070799053573e-05,1.01778464266118e-05,5.61381466614804e-05,0.00140623819370895,0.000977577503912889,1.67395265708712e-05,7.94125408834141e-06,0.974377515719411,7.74706281541067e-05,0.000184392755135496,3.79763472263101e-05,8.23172883759704e-05,8.82344036710123e-05,4.33273046193999e-05,7.26882165375657e-06,9.22242097632601e-06,2.67569539767722e-05,5.0968933884685e-05,5.04804773699557e-06
